move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
1,e2e3,LLAMA,8884.65410000208,18,rnbqkbnr/pppppppp/8/8/8/4P3/PPPP1PPP/RNBQKBNR b KQkq - 0 1
2,c7c5,LLAMA-CHESS,8098.523399996338,24,rnbqkbnr/pp1ppppp/8/2p5/8/4P3/PPPP1PPP/RNBQKBNR w KQkq - 0 2
2,e3e4,LLAMA,1096.1319999987609,-21,rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 2
3,c5c4,LLAMA-CHESS,1147.5329999957466,198,rnbqkbnr/pp1ppppp/8/8/2p1P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 3
3,e4e5,LLAMA,1173.5278999985894,61,rnbqkbnr/pp1ppppp/8/4P3/2p5/8/PPPP1PPP/RNBQKBNR b KQkq - 0 3
4,c4c3,LLAMA-CHESS,1031.8021000057342,194,rnbqkbnr/pp1ppppp/8/4P3/8/2p5/PPPP1PPP/RNBQKBNR w KQkq - 0 4
4,e5e6,LLAMA,1257.2856999977375,-35,rnbqkbnr/pp1ppppp/4P3/8/8/2p5/PPPP1PPP/RNBQKBNR b KQkq - 0 4
5,c3b2,LLAMA-CHESS,1048.3760999995866,108,rnbqkbnr/pp1ppppp/4P3/8/8/8/PpPP1PPP/RNBQKBNR w KQkq - 0 5
5,e1e2,LLAMA,1264.8630000039702,-537,rnbqkbnr/pp1ppppp/4P3/8/8/8/PpPPKPPP/RNBQ1BNR b kq - 1 5
6,a7a5,LLAMA-CHESS,1082.0000000021537,28,rnbqkbnr/1p1ppppp/4P3/p7/8/8/PpPPKPPP/RNBQ1BNR w kq - 0 6
6,e2f3,LLAMA,1256.5390999952797,-625,rnbqkbnr/1p1ppppp/4P3/p7/8/5K2/PpPP1PPP/RNBQ1BNR b kq - 1 6
7,a5a4,LLAMA-CHESS,1157.4123999962467,-188,rnbqkbnr/1p1ppppp/4P3/8/p7/5K2/PpPP1PPP/RNBQ1BNR w kq - 0 7
7,e6f7,LLAMA,1248.7297999978182,-216,rnbqkbnr/1p1ppPpp/8/8/p7/5K2/PpPP1PPP/RNBQ1BNR b kq - 0 7
8,e8f7,LLAMA-CHESS,990.09240000305,-166,rnbq1bnr/1p1ppkpp/8/8/p7/5K2/PpPP1PPP/RNBQ1BNR w - - 0 8
8,b1c3,LLAMA,1307.1979000014835,-694,rnbq1bnr/1p1ppkpp/8/8/p7/2N2K2/PpPP1PPP/R1BQ1BNR b - - 1 8
9,a4a3,LLAMA-CHESS,1398.2576999987941,-473,rnbq1bnr/1p1ppkpp/8/8/8/p1N2K2/PpPP1PPP/R1BQ1BNR w - - 0 9
9,f3g4,LLAMA,1249.8469999991357,-715,rnbq1bnr/1p1ppkpp/8/8/6K1/p1N5/PpPP1PPP/R1BQ1BNR b - - 1 9
10,a8a7,LLAMA-CHESS,1196.5430000054766,-497,1nbq1bnr/rp1ppkpp/8/8/6K1/p1N5/PpPP1PPP/R1BQ1BNR w - - 2 10
10,g4h5,LLAMA,1416.2858999989112,-821,1nbq1bnr/rp1ppkpp/8/7K/8/p1N5/PpPP1PPP/R1BQ1BNR b - - 3 10
11,a7a5,LLAMA-CHESS,1280.5477000001702,-764,1nbq1bnr/1p1ppkpp/8/r6K/8/p1N5/PpPP1PPP/R1BQ1BNR w - - 4 11
11,h5h4,LLAMA,998.2534000009764,-780,1nbq1bnr/1p1ppkpp/8/r7/7K/p1N5/PpPP1PPP/R1BQ1BNR b - - 5 11
12,a5a4,LLAMA-CHESS,1332.1282000033534,-644,1nbq1bnr/1p1ppkpp/8/8/r6K/p1N5/PpPP1PPP/R1BQ1BNR w - - 6 12
12,h4h5,LLAMA,1072.8500000041095,-9998,1nbq1bnr/1p1ppkpp/8/7K/r7/p1N5/PpPP1PPP/R1BQ1BNR b - - 7 12
13,a4a5,LLAMA-CHESS,1303.403599995363,-773,1nbq1bnr/1p1ppkpp/8/r6K/8/p1N5/PpPP1PPP/R1BQ1BNR w - - 8 13
13,h5h4,LLAMA,999.0459000036935,-769,1nbq1bnr/1p1ppkpp/8/r7/7K/p1N5/PpPP1PPP/R1BQ1BNR b - - 9 13
14,a5a4,LLAMA-CHESS,1256.8247000017436,-635,1nbq1bnr/1p1ppkpp/8/8/r6K/p1N5/PpPP1PPP/R1BQ1BNR w - - 10 14
14,h4h5,LLAMA,1098.7336000034702,-9998,1nbq1bnr/1p1ppkpp/8/7K/r7/p1N5/PpPP1PPP/R1BQ1BNR b - - 11 14
15,a4a5,LLAMA-CHESS,1345.850599995174,0,1nbq1bnr/1p1ppkpp/8/r6K/8/p1N5/PpPP1PPP/R1BQ1BNR w - - 12 15
15,h5h4,LLAMA,973.9364999986719,-754,1nbq1bnr/1p1ppkpp/8/r7/7K/p1N5/PpPP1PPP/R1BQ1BNR b - - 13 15
16,a5a4,LLAMA-CHESS,1307.5279999975464,0,1nbq1bnr/1p1ppkpp/8/8/r6K/p1N5/PpPP1PPP/R1BQ1BNR w - - 14 16
16,h4h5,LLAMA,1088.5686999972677,-9998,1nbq1bnr/1p1ppkpp/8/7K/r7/p1N5/PpPP1PPP/R1BQ1BNR b - - 15 16
17,a4a5,LLAMA-CHESS,1299.2771999997785,0,1nbq1bnr/1p1ppkpp/8/r6K/8/p1N5/PpPP1PPP/R1BQ1BNR w - - 16 17
17,c3d5,LLAMA,990.4794000030961,-984,1nbq1bnr/1p1ppkpp/8/r2N3K/8/p7/PpPP1PPP/R1BQ1BNR b - - 17 17
18,a5a6,LLAMA-CHESS,1251.2769999957527,-598,1nbq1bnr/1p1ppkpp/r7/3N3K/8/p7/PpPP1PPP/R1BQ1BNR w - - 18 18
18,d5e7,LLAMA,1337.5888000009581,-1050,1nbq1bnr/1p1pNkpp/r7/7K/8/p7/PpPP1PPP/R1BQ1BNR b - - 0 18
19,a6a5,LLAMA-CHESS,1314.3224000014015,-893,1nbq1bnr/1p1pNkpp/8/r6K/8/p7/PpPP1PPP/R1BQ1BNR w - - 1 19
19,e7d5,LLAMA,1090.1305000006687,-9990,1nbq1bnr/1p1p1kpp/8/r2N3K/8/p7/PpPP1PPP/R1BQ1BNR b - - 2 19
