move_number,move_uci,player_name,time_taken_ms,centipawn_score,board_fen
1,e2e4,PHI,176.6938000000664,38,rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1
2,g8h6,GEMMA,36843.9999000002,118,rnbqkb1r/pppppppp/7n/8/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 1 2
2,g1h3,PHI,9980.942300000606,-39,rnbqkb1r/pppppppp/7n/8/4P3/7N/PPPP1PPP/RNBQKB1R b KQkq - 2 2
3,h6g8,GEMMA,36518.901900002675,67,rnbqkbnr/pppppppp/8/8/4P3/7N/PPPP1PPP/RNBQKB1R w KQkq - 3 3
3,g2g3,PHI,9723.849500001961,-28,rnbqkbnr/pppppppp/8/8/4P3/6PN/PPPP1P1P/RNBQKB1R b KQkq - 0 3
4,g8h6,GEMMA,36689.09619999977,108,rnbqkb1r/pppppppp/7n/8/4P3/6PN/PPPP1P1P/RNBQKB1R w KQkq - 1 4
4,g3g4,PHI,9763.759900000878,-49,rnbqkb1r/pppppppp/7n/8/4P1P1/7N/PPPP1P1P/RNBQKB1R b KQkq - 0 4
5,h6g8,GEMMA,36491.50610000288,92,rnbqkbnr/pppppppp/8/8/4P1P1/7N/PPPP1P1P/RNBQKB1R w KQkq - 1 5
5,g4g5,PHI,9768.450899999152,-49,rnbqkbnr/pppppppp/8/6P1/4P3/7N/PPPP1P1P/RNBQKB1R b KQkq - 0 5
6,g8h6,GEMMA,36713.769500001945,406,rnbqkb1r/pppppppp/7n/6P1/4P3/7N/PPPP1P1P/RNBQKB1R w KQkq - 1 6
6,g5h6,PHI,9821.803999999247,428,rnbqkb1r/pppppppp/7P/8/4P3/7N/PPPP1P1P/RNBQKB1R b KQkq - 0 6
7,h8g8,GEMMA,36363.69110000305,446,rnbqkbr1/pppppppp/7P/8/4P3/7N/PPPP1P1P/RNBQKB1R w KQq - 1 7
7,h3g5,PHI,9797.17570000139,320,rnbqkbr1/pppppppp/7P/6N1/4P3/8/PPPP1P1P/RNBQKB1R b KQq - 2 7
8,g7h6,GEMMA,36713.221100002556,330,rnbqkbr1/pppppp1p/7p/6N1/4P3/8/PPPP1P1P/RNBQKB1R w KQq - 0 8
8,g5h7,PHI,9836.694499997975,300,rnbqkbr1/pppppp1N/7p/8/4P3/8/PPPP1P1P/RNBQKB1R b KQq - 0 8
9,g8h8,GEMMA,39920.468999996956,459,rnbqkb1r/pppppp1N/7p/8/4P3/8/PPPP1P1P/RNBQKB1R w KQq - 1 9
9,e4e5,PHI,10418.890299999475,147,rnbqkb1r/pppppp1N/7p/4P3/8/8/PPPP1P1P/RNBQKB1R b KQq - 0 9
10,h8g8,GEMMA,39329.89319999979,383,rnbqkbr1/pppppp1N/7p/4P3/8/8/PPPP1P1P/RNBQKB1R w KQq - 1 10
10,h7f8,PHI,10689.593299997796,403,rnbqkNr1/pppppp2/7p/4P3/8/8/PPPP1P1P/RNBQKB1R b KQq - 0 10
11,g8h8,GEMMA,47830.1747000005,535,rnbqkN1r/pppppp2/7p/4P3/8/8/PPPP1P1P/RNBQKB1R w KQq - 1 11
11,f8h7,PHI,12226.378100000147,475,rnbqk2r/pppppp1N/7p/4P3/8/8/PPPP1P1P/RNBQKB1R b KQq - 2 11
12,h8g8,GEMMA,48747.7472999999,515,rnbqk1r1/pppppp1N/7p/4P3/8/8/PPPP1P1P/RNBQKB1R w KQq - 3 12
12,h7f8,PHI,12526.471500001207,402,rnbqkNr1/pppppp2/7p/4P3/8/8/PPPP1P1P/RNBQKB1R b KQq - 4 12
